OwnerUserId,AvgNormalizedScore,TotalNormalizedScore,AvgRawScore,TotalRawScore,TotalAnswers,badges,DisplayName,Reputation,CreationDate,LastAccessDate,Views,UpVotes,DownVotes
123.0,0.1635,0.3269,4.5,9,2,"['Teacher', 'Student', 'Supporter']",Ed W,181,2017-02-01 01:05:24.967,2018-03-02 03:55:11.553,2,2,0
124.0,0.6607,1.3214,5.0,10,2,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Autobiographer', 'Scholar', 'Yearling', 'Commentator', 'Precognitive', 'Quorum', 'Caucus', 'Caucus', 'Constituent']",Azor Ahai -him-,258,2017-02-01 01:22:24.880,2024-01-22 03:40:55.030,5,12,1
125.0,0.3004,2.4033,3.125,25,8,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Autobiographer', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Self-Learner', 'Nice Question', 'Beta', 'Commentator', 'Mortarboard', 'Precognitive', 'Custodian']",CoffeDeveloper,637,2017-02-01 01:38:35.723,2019-11-30 08:15:30.730,8,11,5
128.0,0.5239,2.0954,19.5,78,4,"['Teacher', 'Student', 'Editor', 'Organizer', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Necromancer', 'Enlightened', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Good Answer', 'Popular Question', 'Beta', 'Commentator', 'Tag Editor', 'Talkative', 'Quorum', 'Excavator', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Informed']",Nog Shine,977,2017-02-01 02:16:00.650,2019-12-22 06:09:48.710,31,40,11
141.0,0.2,0.2,3.0,3,1,"['Teacher', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Informed']",Richard Telford,147,2017-02-01 07:12:54.290,2017-10-04 14:58:13.637,3,12,1
146.0,0.5566,1.6699,6.0,18,3,"['Teacher', 'Supporter', 'Yearling', 'Nice Answer', 'Quorum', 'Informed']",Christian,328,2017-02-01 08:10:01.147,2020-10-05 07:18:17.110,2,1,0
154.0,0.5724,9.731,7.5882,129,17,"['Teacher', 'Student', 'Editor', 'Cleanup', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Enlightened', 'Nice Question', 'Nice Question', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Beta', 'Commentator', 'Civic Duty', 'Mortarboard', 'Enthusiast', 'Fanatic', 'Suffrage', 'Talkative', 'Quorum', 'Vox Populi', 'Caucus', 'Constituent', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Informed']",Ramon Melo,1902,2017-02-01 10:20:26.413,2021-11-26 03:08:16.363,24,385,25
156.0,0.4335,1.7341,16.25,65,4,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Yearling', 'Yearling', 'Yearling', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Good Answer']",sandwich_messiah,761,2017-02-01 10:24:24.907,2020-07-28 11:54:23.587,3,11,0
159.0,0.2639,5.5411,4.4762,94,21,"['Teacher', 'Student', 'Editor', 'Cleanup', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Necromancer', 'Nice Question', 'Nice Question', 'Beta', 'Commentator', 'Tag Editor', 'Revival', 'Quorum', 'Custodian', 'Custodian', 'Informed', 'Explainer']",Tom Kelly,1542,2017-02-01 11:45:15.087,2023-06-01 07:44:24.180,25,16,15
162.0,0.0556,0.0556,1.0,1,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Autobiographer', 'Yearling', 'Yearling', 'Yearling', 'Nice Question', 'Nice Question', 'Nice Question', 'Good Question', 'Popular Question', 'Notable Question', 'Commentator', 'Precognitive', 'Custodian', 'Custodian', 'Informed']",Amit Saxena,639,2017-02-01 12:57:21.673,2021-06-02 11:12:21.797,7,8,1
164.0,0.5973,28.0744,5.9787,281,47,"['Teacher', 'Student', 'Editor', 'Cleanup', 'Organizer', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Strunk & White', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Enlightened', 'Enlightened', 'Enlightened', 'Enlightened', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Good Question', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Popular Question', 'Popular Question', 'Popular Question', 'Notable Question', 'Notable Question', 'Beta', 'Commentator', 'Civic Duty', 'Disciplined', 'Peer Pressure', 'Mortarboard', 'Investor', 'Promoter', 'Benefactor', 'Altruist', 'Enthusiast', 'Fanatic', 'Tag Editor', 'Suffrage', 'Revival', 'Talkative', 'Quorum', 'Convention', 'Vox Populi', 'Proofreader', 'Excavator', 'Reviewer', 'Caucus', 'Caucus', 'Constituent', 'Constituent', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Informed', 'Curious', 'Explainer', 'veganism']",Alexander Rossa,6119,2017-02-01 13:29:20.463,2024-01-02 12:31:49.263,76,701,68
176.0,0.9474,0.9474,18.0,18,1,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Yearling', 'Nice Answer', 'Precognitive', 'Custodian', 'Custodian']",wythagoras,283,2017-02-01 16:28:23.527,2017-09-02 19:28:40.677,5,11,0
178.0,0.4167,0.8333,3.0,6,2,"['Teacher', 'Organizer', 'Supporter', 'Commentator']",GabrielF,173,2017-02-01 16:52:23.653,2023-04-27 21:29:20.423,3,16,0
184.0,0.5227,4.7039,5.2222,47,9,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Necromancer', 'Necromancer', 'Necromancer', 'Nice Question', 'Nice Answer', 'Popular Question', 'Popular Question', 'Revival', 'Revival', 'Revival', 'Revival', 'Precognitive', 'Custodian', 'Curious']",cellu,1186,2017-02-01 19:58:30.377,2017-06-10 21:58:21.033,3,9,2
186.0,1.0,1.0,4.0,4,1,"['Teacher', 'Student', 'Supporter', 'Autobiographer', 'Scholar', 'Nice Question', 'Quorum']",Sebastian,143,2017-02-01 20:46:30.917,2017-03-03 16:32:16.683,0,2,0
187.0,0.5347,5.3474,6.7,67,10,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Self-Learner', 'Nice Question', 'Nice Question', 'Nice Question', 'Good Question', 'Nice Answer', 'Nice Answer', 'Popular Question', 'Popular Question', 'Popular Question', 'Notable Question', 'Notable Question', 'Notable Question', 'Commentator', 'Mortarboard', 'Suffrage', 'Precognitive', 'Vox Populi', 'Caucus', 'Constituent', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Informed']",S -,1844,2017-02-01 21:31:41.133,2023-06-02 11:53:00.227,31,127,2
188.0,0.2298,0.6893,2.6667,8,3,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Nice Question', 'Nice Question', 'Nice Question', 'Beta', 'Precognitive', 'Quorum', 'Caucus']",Charlotte SL,625,2017-02-01 23:05:44.700,2021-07-27 13:21:04.583,7,21,0
190.0,1.0,1.0,5.0,5,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Scholar', 'Informed']",atoms118,98,2017-02-02 01:03:44.650,2018-04-05 22:44:48.310,1,6,0
191.0,0.7407,2.2222,9.3333,28,3,"['Teacher', 'Supporter', 'Autobiographer', 'Yearling', 'Yearling', 'Enlightened', 'Nice Answer', 'Precognitive', 'Caucus', 'Custodian']",Ezequiel Tolnay,419,2017-02-02 06:36:59.550,2022-09-19 00:59:09.363,8,3,0
195.0,0.5,0.5,9.0,9,1,"['Teacher', 'Editor', 'Supporter', 'Critic', 'Informed']",ShanMag,89,2017-02-02 14:21:30.810,2017-02-20 10:30:31.453,3,3,3
207.0,0.7396,11.0937,8.4667,127,15,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Self-Learner', 'Enlightened', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Popular Question', 'Popular Question', 'Popular Question', 'Notable Question', 'Notable Question', 'Beta', 'Commentator', 'Mortarboard', 'Enthusiast', 'Announcer', 'Booster', 'Precognitive', 'Quorum', 'Caucus', 'Caucus', 'Custodian', 'Curious']",Alex Hall,2424,2017-02-03 11:14:48.037,2022-12-27 20:13:11.000,17,36,4
209.0,0.3188,0.6375,5.5,11,2,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Yearling', 'Caucus', 'Caucus', 'Constituent', 'Informed']",Fabby,282,2017-02-03 20:52:24.393,2022-08-23 15:05:23.027,5,13,1
213.0,0.0225,0.0225,2.0,2,1,"['Teacher', 'Autobiographer']",Aravind.HU,129,2017-02-04 04:55:20.607,2022-07-26 06:27:50.013,2,0,0
220.0,1.0,1.0,2.0,2,1,"['Teacher', 'Supporter', 'Autobiographer', 'Precognitive']",Rotem,136,2017-02-04 12:56:40.323,2021-06-12 10:38:12.793,1,8,0
232.0,1.0,1.0,5.0,5,1,"['Teacher', 'Supporter', 'Autobiographer']",C. Claus,51,2017-02-06 10:17:13.887,2020-11-17 09:43:08.553,0,2,0
233.0,0.0196,0.0196,2.0,2,1,"['Teacher', 'Editor', 'Supporter', 'Autobiographer']",ccpizza,129,2017-02-06 10:37:12.433,2022-12-26 10:34:14.680,3,4,0
234.0,0.2222,0.2222,6.0,6,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Commentator']",amagnasco,105,2017-02-06 15:50:33.843,2022-01-04 12:20:42.113,3,36,0
252.0,0.3987,2.7912,5.2857,37,7,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Autobiographer', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Enlightened', 'Nice Question', 'Nice Answer', 'Beta', 'Commentator', 'Peer Pressure', 'Quorum', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Informed']",neophyte,695,2017-02-09 01:04:46.100,2020-10-07 14:04:08.003,5,42,2
257.0,0.7143,0.7143,10.0,10,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Yearling', 'Nice Question', 'Nice Answer']",Ada Lovelace,331,2017-02-11 03:14:06.243,2017-07-23 01:18:13.987,2,11,0
290.0,0.2,0.2,1.0,1,1,"['Teacher', 'Student', 'Supporter', 'Autobiographer', 'Yearling', 'Nice Question', 'Custodian']",nobe4,259,2017-02-22 18:48:23.977,2023-05-26 07:36:59.103,2,13,0
300.0,0.04,0.08,1.0,2,2,"['Teacher', 'Student', 'Supporter', 'Critic', 'Autobiographer', 'Scholar', 'Yearling', 'Informed']",dougal 5.0.0,254,2017-02-24 07:45:37.917,2017-08-06 03:22:44.473,5,12,1
306.0,0.0,0.0,0.0,0,1,"['Supporter', 'Autobiographer']",Jeutnarg,101,2017-02-24 20:27:24.023,2017-11-16 17:32:39.750,3,3,0
308.0,0.0312,0.0625,1.0,2,2,"['Teacher', 'Editor', 'Autobiographer']",4LPH4NUM3R1C,29,2017-02-24 21:50:31.097,2017-03-14 11:44:22.280,5,0,0
313.0,0.5,1.0,1.5,3,2,"['Teacher', 'Autobiographer']",Matej Vrzala M4,131,2017-02-25 06:53:30.120,2017-06-15 08:46:11.773,1,0,0
317.0,1.0,1.0,5.0,5,1,"['Teacher', 'Editor', 'Autobiographer', 'Revival']",try-catch-finally,101,2017-02-25 11:06:10.440,2019-12-29 14:53:30.980,1,0,0
320.0,0.5545,4.9902,5.5556,50,9,"['Teacher', 'Student', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Nice Question', 'Nice Question', 'Nice Answer', 'Caucus', 'Constituent', 'Informed']",MatthewMartin,962,2017-02-25 15:28:09.690,2023-08-17 23:37:08.873,12,17,4
322.0,0.0,0.0,0.0,0,1,['Autobiographer'],HerbalResearcher,1,2017-02-25 18:19:26.940,2017-02-26 01:52:55.737,8,0,0
329.0,0.6071,4.25,1.2857,9,7,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Yearling', 'Commentator', 'Enthusiast', 'Suffrage', 'Vox Populi', 'Excavator', 'Caucus', 'Caucus', 'Constituent', 'Constituent', 'Custodian', 'Informed']",End Anti-Semitic Hate,280,2017-02-26 19:15:17.763,2024-04-06 00:01:36.110,2,129,2
335.0,1.0,1.0,2.0,2,1,"['Teacher', 'Supporter']",JeffO,121,2017-02-27 17:27:56.773,2017-03-13 20:48:27.947,2,8,0
344.0,0.1923,0.1923,10.0,10,1,"['Teacher', 'Supporter', 'Critic', 'Autobiographer', 'Yearling', 'Nice Answer']",Jason C,201,2017-03-01 03:28:59.977,2022-08-30 08:15:23.327,3,3,1
355.0,1.0,1.0,2.0,2,1,"['Teacher', 'Student', 'Autobiographer']",tke808,116,2017-03-03 18:36:24.877,2019-03-18 11:49:10.880,1,0,0
378.0,0.6,3.0,1.8,9,5,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Yearling', 'Yearling', 'Nice Question', 'Popular Question', 'Notable Question', 'Revival', 'Quorum', 'Caucus', 'Caucus', 'Constituent', 'Constituent', 'Custodian']",i--,490,2017-03-08 05:58:55.267,2022-08-23 09:26:44.013,26,2,1
382.0,0.8,0.8,4.0,4,1,"['Teacher', 'Editor', 'Organizer', 'Supporter', 'Autobiographer']",SevenSidedDie,143,2017-03-08 18:06:05.927,2021-09-12 15:33:56.727,5,2,0
383.0,0.6154,1.2308,3.5,7,2,"['Teacher', 'Editor', 'Quorum', 'Informed']",Re_Re_Think,71,2017-03-08 19:12:13.433,2017-09-26 20:45:20.870,1,0,0
384.0,1.0,1.0,4.0,4,1,"['Teacher', 'Supporter', 'Autobiographer']",Plumbing for Ankit,141,2017-03-08 19:30:49.657,2017-07-10 15:40:58.643,1,1,0
387.0,0.375,0.375,3.0,3,1,['Teacher'],Tyn,46,2017-03-09 14:20:51.617,2020-01-15 16:21:39.180,0,0,0
395.0,0.2067,0.4133,3.0,6,2,"['Teacher', 'Supporter', 'Critic', 'Autobiographer']",arp,175,2017-03-11 17:22:54.803,2020-11-22 01:17:22.850,2,7,1
400.0,0.2138,5.3443,2.96,74,25,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Necromancer', 'Commentator', 'Caucus', 'Custodian']",rackandboneman,850,2017-03-13 08:55:18.837,2022-12-10 18:19:43.417,7,25,0
407.0,0.1831,0.7326,4.25,17,4,"['Teacher', 'Editor', 'Supporter', 'Autobiographer']",mVentures,171,2017-03-14 21:19:25.503,2017-04-03 06:49:03.833,3,0,0
411.0,0.1667,0.1667,1.0,1,1,['Teacher'],Uday Pratap Saroj,11,2017-03-15 05:30:26.540,2017-03-16 17:38:22.917,0,0,0
428.0,1.0,1.0,6.0,6,1,"['Teacher', 'Supporter']",CMB92,161,2017-03-15 15:19:18.533,2017-04-07 20:15:51.130,2,1,0
431.0,0.3195,0.639,6.0,12,2,"['Teacher', 'Editor', 'Supporter', 'Critic', 'Autobiographer', 'Yearling', 'Caucus', 'Caucus']",joeyfb,221,2017-03-15 17:53:41.307,2023-07-07 13:29:40.257,5,23,0
436.0,0.3106,0.9317,3.3333,10,3,"['Teacher', 'Editor', 'Supporter', 'Yearling', 'Commentator']",M.Mat,201,2017-03-16 04:16:47.163,2019-01-19 22:51:12.863,5,9,0
446.0,0.0607,0.1213,1.5,3,2,"['Teacher', 'Supporter']",Adelina,131,2017-03-20 11:48:40.403,2017-03-27 20:04:39.130,5,2,0
451.0,0.2812,0.2812,9.0,9,1,['Teacher'],José Quinta,91,2017-03-20 17:30:42.803,2017-03-21 08:25:02.123,0,0,0
463.0,0.0938,0.0938,3.0,3,1,['Teacher'],Jason,31,2017-03-21 14:55:15.473,2017-03-21 14:55:15.473,0,0,0
464.0,0.0,0.0,0.0,0,1,['Autobiographer'],Tuan Trinh,139,2017-03-21 17:08:37.087,2018-05-23 07:24:44.573,2,0,0
465.0,0.098,0.098,10.0,10,1,"['Teacher', 'Editor', 'Yearling', 'Nice Answer']",AnoE,251,2017-03-21 17:14:29.613,2017-04-25 13:00:13.810,0,0,0
471.0,0.0686,0.0686,7.0,7,1,"['Teacher', 'Informed']",Jeffrey Beach,71,2017-03-21 19:16:35.340,2018-04-30 12:19:42.753,1,0,0
476.0,0.2297,0.9187,3.5,14,4,"['Teacher', 'Student', 'Editor', 'Cleanup', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Yearling', 'Yearling', 'Nice Question', 'Popular Question', 'Commentator', 'Custodian']",Nobody,496,2017-03-21 20:34:19.163,2023-02-15 18:43:52.967,11,73,6
477.0,0.049,0.049,5.0,5,1,"['Teacher', 'Supporter', 'Caucus', 'Caucus']",jkej,151,2017-03-21 21:41:03.763,2022-12-10 08:22:48.077,2,13,0
480.0,0.101,0.5051,1.0,5,5,"['Teacher', 'Editor', 'Supporter']",Count Iblis,151,2017-03-22 03:35:03.800,2019-06-29 14:16:34.457,2,4,0
487.0,0.5621,3.935,6.2857,44,7,"['Teacher', 'Editor', 'Supporter', 'Yearling', 'Yearling', 'Enlightened', 'Nice Answer', 'Revival', 'Revival']",Jacob Raccuia,571,2017-03-22 13:49:42.690,2024-01-24 18:58:58.277,9,1,0
492.0,0.0392,0.0392,4.0,4,1,"['Teacher', 'Autobiographer']",Martin,141,2017-03-22 15:11:16.763,2023-02-10 06:37:09.650,2,0,0
515.0,0.1981,0.3961,6.5,13,2,"['Teacher', 'Student', 'Supporter', 'Autobiographer', 'Yearling', 'Necromancer']",Michal Tenenberg,321,2017-03-23 18:09:30.917,2021-04-21 09:04:07.633,4,8,0
519.0,0.2393,1.1963,5.6,28,5,"['Teacher', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Yearling', 'Necromancer', 'Nice Answer', 'Commentator', 'Suffrage', 'Vox Populi']",Pharap,390,2017-03-23 22:18:39.213,2024-03-25 07:10:34.300,8,162,2
529.0,0.4724,5.6686,4.5833,55,12,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Necromancer', 'Popular Question', 'Commentator', 'Enthusiast', 'Revival', 'Quorum']",henning,781,2017-03-24 08:53:38.423,2023-09-20 11:39:56.520,14,85,10
530.0,0.0909,0.0909,1.0,1,1,"['Teacher', 'Supporter', 'Autobiographer']",user1995,111,2017-03-24 09:55:16.300,2023-02-15 05:17:55.440,1,20,0
531.0,0.0733,0.1465,3.5,7,2,"['Teacher', 'Student', 'Supporter', 'Critic', 'Autobiographer', 'Scholar', 'Yearling', 'Nice Question', 'Popular Question', 'Notable Question', 'Caucus', 'Caucus']",Golden Cuy,342,2017-03-24 10:55:44.167,2024-01-07 10:07:29.717,2,3,1
535.0,0.2657,1.8597,2.0,14,7,"['Teacher', 'Editor', 'Supporter', 'Yearling', 'Commentator', 'Quorum', 'Custodian']",ChrisW,249,2017-03-24 16:17:11.813,2023-08-02 17:29:55.533,4,6,0
545.0,0.3194,0.9583,2.6667,8,3,"['Teacher', 'Editor', 'Supporter', 'Autobiographer']",Chris H,196,2017-03-27 09:22:55.347,2023-05-04 12:55:52.623,1,2,0
554.0,0.75,0.75,3.0,3,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Yearling', 'Popular Question', 'Notable Question', 'Caucus', 'Caucus', 'Constituent', 'Constituent', 'Informed']",Hannibal Lettuce,214,2017-03-27 17:58:47.323,2024-04-02 05:40:47.190,4,19,0
573.0,0.0,0.0,0.0,0,1,['Supporter'],Maxim,99,2017-03-30 19:24:28.180,2020-02-10 16:23:11.647,0,27,0
576.0,0.0,0.0,0.0,0,1,['Editor'],Pem,1,2017-03-31 20:11:23.480,2017-03-31 20:43:11.853,0,0,0
583.0,0.5625,0.5625,9.0,9,1,"['Teacher', 'Editor', 'Supporter']",Krostd,191,2017-04-04 01:09:40.920,2017-04-09 11:29:22.603,2,2,0
610.0,0.0233,0.0233,1.0,1,1,"['Teacher', 'Student', 'Supporter', 'Scholar']",cparrish817,131,2017-04-13 17:00:34.700,2019-08-28 19:05:04.077,0,1,0
614.0,0.3542,1.4167,2.0,8,4,"['Teacher', 'Supporter', 'Autobiographer']",PlutoThePlanet,194,2017-04-14 18:24:14.263,2020-07-28 15:57:07.727,3,8,0
616.0,0.3815,1.1446,3.0,9,3,"['Teacher', 'Editor', 'Citizen Patrol', 'Caucus']",WhatEvil,193,2017-04-15 18:27:13.460,2022-08-24 00:00:22.980,2,0,0
617.0,0.5469,1.0938,4.5,9,2,"['Teacher', 'Student', 'Supporter', 'Critic', 'Autobiographer', 'Yearling', 'Self-Learner', 'Nice Question', 'Commentator', 'Quorum', 'Informed']",Ryan,351,2017-04-15 19:39:14.747,2022-12-06 20:14:10.100,5,76,1
622.0,0.3109,0.6218,4.0,8,2,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Yearling', 'Informed']",coinbird,189,2017-04-17 16:39:20.353,2020-12-01 19:11:29.557,1,3,0
632.0,0.4052,3.2418,4.0,32,8,"['Teacher', 'Student', 'Editor', 'Supporter', 'Scholar', 'Yearling', 'Yearling']",Kiochi,506,2017-04-18 16:24:18.650,2021-09-23 11:49:10.750,1,19,0
637.0,0.4375,0.875,4.0,8,2,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Scholar', 'Necromancer', 'Nice Question', 'Popular Question', 'Informed']",middleagedgeezer,198,2017-04-21 19:06:28.753,2017-06-03 01:05:13.750,0,5,0
641.0,0.0,0.0,0.0,0,1,"['Editor', 'Custodian']",yaakov,1,2017-04-24 08:19:35.990,2017-04-27 13:17:06.710,3,0,0
643.0,0.046,0.4602,0.6,6,10,"['Teacher', 'Editor']",blushingivy,63,2017-04-24 20:07:43.060,2019-03-12 16:19:48.133,1,0,0
648.0,0.5882,0.5882,10.0,10,1,"['Teacher', 'Supporter', 'Autobiographer', 'Yearling', 'Nice Answer']",moodboom,216,2017-04-25 13:22:55.990,2022-08-18 14:12:40.923,3,9,0
655.0,0.0,0.0,0.0,0,1,"['Editor', 'Supporter']",Maliafo,105,2017-04-26 20:43:05.847,2017-06-28 05:39:41.730,1,1,0
660.0,0.4444,0.4444,8.0,8,1,"['Teacher', 'Supporter', 'Autobiographer', 'Informed']",Bumcheeks,81,2017-04-28 16:45:50.857,2023-06-26 07:43:21.820,2,1,0
665.0,1.0,1.0,8.0,8,1,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Caucus']",chiliNUT,196,2017-04-30 06:41:09.043,2022-08-22 20:05:32.087,2,1,0
681.0,0.2857,0.5714,4.0,8,2,"['Teacher', 'Autobiographer', 'Caucus']",rumtscho,181,2017-05-07 14:03:02.617,2022-09-20 15:59:53.060,3,0,0
686.0,0.0417,0.0833,0.5,1,2,"['Teacher', 'Supporter']",DS R,111,2017-05-08 15:51:59.527,2017-09-19 05:09:19.367,1,6,0
692.0,0.2,0.2,2.0,2,1,"['Teacher', 'Supporter', 'Autobiographer']",Bilal Ahmed,121,2017-05-10 13:09:14.460,2018-08-31 06:46:26.023,0,1,0
701.0,0.5,0.5,6.0,6,1,['Teacher'],sffc,161,2017-05-16 01:32:20.913,2019-06-12 08:22:35.580,1,0,0
703.0,0.3526,0.7051,4.5,9,2,"['Teacher', 'Supporter']",Ron Bowes,91,2017-05-17 20:53:25.463,2018-04-01 20:30:36.477,0,1,0
704.0,0.0116,0.0116,2.0,2,1,['Teacher'],Deiter Roche,21,2017-05-18 01:00:31.423,2022-08-08 21:49:46.473,0,0,0
719.0,0.3846,1.1538,5.0,15,3,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Yearling', 'Commentator']",sbharti,259,2017-05-23 07:41:31.160,2023-09-19 02:52:37.290,0,19,0
